,text,type
2752,whom i.e.,khordeh_avesta
2753,the bird the horse the burden bearing camel!,khordeh_avesta
2754,and the navigable water bear?,khordeh_avesta
2755,support.,khordeh_avesta
2756,a whom i.e.,khordeh_avesta
2757,that bird the gallant king fared bore who killed three jawed three skulled six eyed of a thousand wiles exceedingly strong devilish oak drug who was harmful unbeliever for these settlements whom as the most powerful drug i.e.,khordeh_avesta
2758,oak angry many created on this corporeal world for the destruction of righteousness.,khordeh_avesta
2759,a we worship?,khordeh_avesta
2760,bertram yamaha created by ahura mazda just as that!,khordeh_avesta
2761,big!,khordeh_avesta
2762,bird?,khordeh_avesta
2763,called simurgh with its wings and these big clouds full of water cover?,khordeh_avesta
2764,the mountains with their shadow in the same way bertram yamaha surrounds this house i.e.,khordeh_avesta
2765,world with glory through his weapons a we worship?,khordeh_avesta
2766,bertram yamaha created by ahura mazda.,khordeh_avesta
2767,the prophet zarathustra asked the creator.,khordeh_avesta
2768,of ahura mazda most beneficent spirit of the corporeal!?,khordeh_avesta
2769,world holy creator!,khordeh_avesta
2770,where is!,khordeh_avesta
2771,the invocation of the name of bertram ya za ta crea ted by ahura mazda?,khordeh_avesta
2772,where?,khordeh_avesta
2773,is!,khordeh_avesta
2774,his praise??,khordeh_avesta
2775,and where!,khordeh_avesta
2776,is5 his commendation?,khordeh_avesta
2777,a ahura mazda then replied of pittman zarathustra bertram yamaha is worshipped and his praise is sung where?,khordeh_avesta
2778,armies meet with one another with properly arrayed lines a warrior who is not smitten and the smites too who are not smitten!,khordeh_avesta
2779,in this battle.,khordeh_avesta
2780,a thou shouldst hold in hand that efficacious feather on the way.,khordeh_avesta
2781,whoever out of the two armies worships bertram yamaha first the well shapen!,khordeh_avesta
2782,and beautiful ama i.e.,khordeh_avesta
2783,yamaha presiding over courage and bertram yamaha created by ahura mazda follow him?,khordeh_avesta
2784,with triumph a i praise ama yamaha and bertram yamaha who are the protectors preservers and guardians they both i.e.,khordeh_avesta
2785,ama yamaha and bertram yamaha force the enemies to retreat then both the ya zat as drive the enemies for away they drive the enemies forward both the ya zat as wipe off the enemies exceedingly both the ya zat as destroy the enemies i.e.,khordeh_avesta
2786,yamaha named ama and bertram destroy utterly the enemies coming from all sides.,khordeh_avesta
2787,a the creator ahura mazda says thou of zarathustra shouldst not teach this holy spell to anyone except these three a father having sons or a brother born from the same womb or a priest of three religious orders of zarathustra these words i.e.,khordeh_avesta
2788,the words of holy spell mentioned in the above paragraph are for thee.,khordeh_avesta
2789,which spells are efficacious and courageous those spells are efficacious for a person sitting in the assembly for victory ar: powerful and healing.,khordeh_avesta
2790,of zarathustra those words are for thee which purify the sinful head and renders the uplifted weapon ineffective.,khordeh_avesta
2791,a we praise bertram yamaha created by ahura mazda who goes along to issue a command between the lines of army well arrayed and along with meter and rash yamaha asks men of that army:who deceives meter yamaha who offends rash yamaha unto whom shall i who am powerful or the ruler?,khordeh_avesta
2792,grant disease?,khordeh_avesta
2793,and death?,khordeh_avesta
2794,a thereupon ahura mazda replied if?,khordeh_avesta
2795,men worship bertram yamaha created by ahura mazda!,khordeh_avesta
2796,and if they continue to perform properly for him the most proper worship and invocation with the best righteousness then here i.e.,khordeh_avesta
2797,unto the iranian countries can come up neither the hostile army?,khordeh_avesta
2798,nor calamity or obstacles neither disease nor fraud neither chariots of the hostile army nor the uplifted banner of the enemy.,khordeh_avesta
2799,a the prophet zarathustra asked him i.e.,khordeh_avesta
2800,the creator ahura mazda of ahura mazda!,khordeh_avesta
2801,which is!,khordeh_avesta
2802,the most proper worship and invocation indeed of bertram yamaha created by you and performed with the best righteousness?,khordeh_avesta
2803,a thereupon the creator ahura mazda replied the people of iranian countries may bring libations for him i.e.,khordeh_avesta
2804,for bertram yamaha may spread the salesman for him may cook for him!,khordeh_avesta
2805,the cattle of white colour or of good colour or of one and the same colour!,khordeh_avesta
2806,whatever the colour.,khordeh_avesta
2807,a let not the sinful person hold in hand that consecrated thing nor let the courtesan hold it in hand or the violator of righteousness one who recites the gathas without chanting the destroyer of the world!,khordeh_avesta
2808,or the opponent of this religion which is of ahura mazda revealed by zarathustra i.e.,khordeh_avesta
2809,the enemy of the religion all of them need not hold in hands that consecrated thing.,khordeh_avesta
2810,a but if the sinful person or the courtesan or the violator of righteousness one who recites the gathas without chanting the destroyer of the world or the opponent of this religion?,khordeh_avesta
2811,which is of ahura mazda!,khordeh_avesta
2812,revealed by zarathustra holds it in hand!,khordeh_avesta
2813,bertram yamaha created by ahura mazda then snatches away the healing virtues a hence equally or ever cal ami ti es will come?,khordeh_avesta
2814,upon the iranian countries people of the iranian countries will be smitten?,khordeh_avesta
2815,from fifties to hundred fold from hundred fold to thousand fold from thousand fold to ten thousand fold for innumerable times.,khordeh_avesta
2816,a then bertram yamaha created by ahura mazda said thus men!,khordeh_avesta
2817,the soul of the universe created by wisdom i.e.,khordeh_avesta
2818,the entire world is not!,khordeh_avesta
2819,worthy of worship and worthy of invocation because now the demons called vyambura and men worshipping the demons cause the blood to flow or spread the practice of evil.,khordeh_avesta
2820,a now!,khordeh_avesta
2821,demons called vyambura?,khordeh_avesta
2822,and men worshipping the demons carry near the fire for burning this tree?,khordeh_avesta
2823,which is called shapers and this fuel!,khordeh_avesta
2824,which is called nemea a now?!,khordeh_avesta
2825,the demons called vyambura and men worshipping the demons bend?,khordeh_avesta
2826,their backs stretch?,khordeh_avesta
2827,their waists and adjust all the limbs of their body.,khordeh_avesta
2828,here those demons who smite attack but could not kill i.e.,khordeh_avesta
2829,they could not succeed in their wicked motives now the demons called vyambura and demon worshipping men cover the intellects of others and also their eye sight.,khordeh_avesta
2830,a a we praise?,khordeh_avesta
2831,bertram yamaha created by ahura mazda.,khordeh_avesta
2832,i keep with me haoma which is purifying impurity i keep with me?,khordeh_avesta
2833,haoma which is victorious i keep with me haoma which is the protector of good thing!,khordeh_avesta
2834,and i keep with me haoma which is the protector!,khordeh_avesta
2835,of the body whosoever drinks haoma by consecration will secure escape from the enemy a in the battle!,khordeh_avesta
2836,and will gain success over him?,khordeh_avesta
2837,a so that4 i may smite this army of the enemy so that i may throw down this army!,khordeh_avesta
2838,of the enemy by smiting a may subjugate the army which comes behind me.,khordeh_avesta
2839,a so that?1!,khordeh_avesta
2840,may move about with such victory as all?,khordeh_avesta
2841,other?,khordeh_avesta
2842,iranians do so that a may smite and throw down this army of the enemy so that i may subjugate this!,khordeh_avesta
2843,army of the enemy which a a comes behind me.,khordeh_avesta
2844,a we praise?,khordeh_avesta
2845,bertram yamaha created by ahura mazda.,khordeh_avesta
2846,may there be courage for the cattle!,khordeh_avesta
2847,praise for the cattle!,khordeh_avesta
2848,good words for the cattle!,khordeh_avesta
2849,may there be victory!,khordeh_avesta
2850,for the cattle!,khordeh_avesta
2851,fodder?,khordeh_avesta
2852,for the cattle?!,khordeh_avesta
2853,may there be clothing for the cattle!,khordeh_avesta
2854,men should not be hard to the cattle because they are prosperity bringing our?,khordeh_avesta
2855,food.,khordeh_avesta
2856,a we praise bertram yamaha created by ahura mazda who i.e.,khordeh_avesta
2857,bertram yamaha breaks as under the columns of the army of the enemy cuts to pieces the columns wounds the columns a causes to mingle the columns of the army of the enemy and that bertram yamaha created by ahura mazda breaks asunder the columns of the army of the dallas and wicked mortals of wizards and witches of the tyrants of the kids and karats cuts to pieces those columns wounds!,khordeh_avesta
2858,and causes them to mingle.,khordeh_avesta
2859,a aru a we praise?,khordeh_avesta
2860,bertram yamaha created by ahura mazda.,khordeh_avesta
2861,when bertram yamaha created by ahura mazda binds behind?,khordeh_avesta
2862,the hands of the promise breaking persons of the columns of the serried and yoked a covers their eyes all around i.e.,khordeh_avesta
2863,makes them afar from hearing i.e.,khordeh_avesta
2864,renders them deaf and a and they become?,khordeh_avesta
2865,quite army of the cities blind keeps their ears does not lend support to their feet a a powerless.,khordeh_avesta
2866,a during?,khordeh_avesta
2867,the haven gay home yamaha came to the prophet zarathustra who was purifying the fire and was chanting!,khordeh_avesta
2868,the gathas.,khordeh_avesta
2869,the prophet zarathustra asked him: of man!,khordeh_avesta
2870,who?,khordeh_avesta
2871,art thou?,khordeh_avesta
2872,a whom do i see the most excellent and beautiful?,khordeh_avesta
2873,and of a a immortal life in the entire?,khordeh_avesta
2874,corporeal?,khordeh_avesta
2875,world.,khordeh_avesta
2876,a thereupon that?!,khordeh_avesta
2877,home the righteous warding off sickness replied unto me: of zarathustra a am?,khordeh_avesta
2878,home the righteous warding off sickness.,khordeh_avesta
2879,seek me i.e.,khordeh_avesta
2880,desire earnestly for me and of pittman zarathustra pound me out for drinking and do thou praise me in a hymn of praise as!,khordeh_avesta
2881,other benefactors of the world have praised me.,khordeh_avesta
2882,a a then said zarathustra salvation be unto home which!,khordeh_avesta
2883,man of home was the first who pressed out thee in the corporeal world for dedication in the ceremonial rite?,khordeh_avesta
2884,what blessing unto him was granted a what profit unto him accrued a thereupon?,khordeh_avesta
2885,home the righteous warding off sickness replied unto me: vivanghan was the first man?,khordeh_avesta
2886,who pressed me in this corporeal world for dedication in the ceremonial rite: this blessing unto him was granted this profit unto him accrued that for him a son was born with greatness who was jamshid the king the most glorious amongst those born beholding the sun?,khordeh_avesta
2887,amongst men and good protector of the subjects who!,khordeh_avesta
2888,in this world?,khordeh_avesta
2889,on account of his sovereignty made cattle and men immortal made waters and vegetation not drying up i.e.,khordeh_avesta
2890,ever fresh people were eating fresh?!,khordeh_avesta
2891,food.,khordeh_avesta
2892,a during the rule?,khordeh_avesta
2893,of the illustrious jamshid there was neither excessive cold nor heat neither was there old age nor death nor was there envy following the doctrines of the dallas as long as jamshid the son of vivanghan the good protector of the subjects reigned so long both the father and the son!,khordeh_avesta
2894,moved about fifteen ears of age in appearance.,khordeh_avesta
2895,a of home which was the second man who pressed out thee!,khordeh_avesta
2896,in the corporeal world for dedication in the ceremonial rite?,khordeh_avesta
2897,what blessing unto him was granted what profit unto him accrued a mere pon home the righteous warding off sickness replied unto a a thaw yan was the second?,khordeh_avesta
2898,man who pressed me out in this corporeal world for dedication in the ceremonial rite this blessing unto him!,khordeh_avesta
2899,was granted this profit unto him accrued that for him i.e.,khordeh_avesta
2900,in his house a son named fared of the valiant?,khordeh_avesta
2901,race was born with greatness!.,khordeh_avesta
2902,a who i.e.,khordeh_avesta
2903,fared slew three jawed three skulled sorbed of a thousand wiles excessively strong devilish?,khordeh_avesta
2904,drug oak and who was harmful infidel for settlements whom angry many created by far the strongest drug upon this corporeal world for the destruction of the settlements of righteousness a of home which was the third man who pressed thee out in the corporeal?,khordeh_avesta
2905,world for dedication in the ceremonial rite?,khordeh_avesta
2906,what blessing unto him?,khordeh_avesta
2907,was granted what profit unto him accrued a a merton home the righteous!,khordeh_avesta
2908,warding off sickness replied unto a ithrita the most beneficent of the same family was the third a a a world!,khordeh_avesta
2909,for dedication in to man who pressed me out in this corporeal the ceremonial rite this blessing unto him was granted this profit unto him accrued that for him i.e.,khordeh_avesta
2910,in his house two sons?,khordeh_avesta
2911,urvakhshaya and keresaspa were born with greatness.,khordeh_avesta
2912,of them one i.e.,khordeh_avesta
2913,urvakhshaya was the religious minded one who points out the path of justice whilst the other i.e.,khordeh_avesta
2914,keresaspa was a supremely energetic youth i.e.,khordeh_avesta
2915,of youthful vigour curly haired and a mace bearer.,khordeh_avesta
2916,a who i.e.,khordeh_avesta
2917,keresaspa killed the serpent caracara who the serpent was horse devouring man devouring and upon whose body the green poison rose to the depth of a thumb.,khordeh_avesta
2918,upon whom keresaspa cooked the food in an iron pot at the time of noon.,khordeh_avesta
2919,that!,khordeh_avesta
2920,serpent?,khordeh_avesta
2921,grew hot and began to hiss and forth from the iron pot sprang away that he might run away towards the flowing water.,khordeh_avesta
2922,the brave?,khordeh_avesta
2923,keresaspa being frightened fled away from behind.,khordeh_avesta
2924,a of home a which man?,khordeh_avesta
2925,was the fourth?,khordeh_avesta
2926,man who pressed thee out!,khordeh_avesta
2927,in the corporeal world for dedication in the ceremonial rite?,khordeh_avesta
2928,what blessing?,khordeh_avesta
2929,unto him was granted what profit unto him accrued a a thereupon home the righteous warding off sickness replied unto me: po urus ha spa was the fourth man who pressed me out in this corporeal?,khordeh_avesta
2930,world for dedication in the ceremonial rite.,khordeh_avesta
2931,this blessing unto him was granted this profit unto him accrued that for him i.e.,khordeh_avesta
2932,in his house thou wast born with greatness.,khordeh_avesta
2933,of righteous zarathustra thou art of the house of po urus ha spa estranged from the doctrines of the dallas and follower of the law of ahura mazda.,khordeh_avesta
2934,a of zarathustra famed in nirvana rajah thou was the first who recited aloud the kahuna vary spread abroad chanted four times and then he chanted with a louder voice.,khordeh_avesta
2935,a thou of zarathustra who among the creatures of the two spirits was created the strongest who!,khordeh_avesta
2936,was created the most firm most active the swiftest and who was exceedingly victorious or excessive smiter of the enemy caused all the demons to hide under the earth who up to now ran about upon this earth in human shape.,khordeh_avesta
2937,a thereupon the prophet zarathustra said: salutations be upon home home is excellent?,khordeh_avesta
2938,and well created home is truth created health giving well shaped!,khordeh_avesta
2939,working for good victorious!,khordeh_avesta
2940,or smiter of the enemy golden hued or of green colour with bending twigs just as he is best for the drinker so also he is leading most to heavenly path for the soul.,khordeh_avesta
2941,a of green hued?,khordeh_avesta
2942,home i request ask a favour of all these thy wisdom courage victory health means of gaining health prosperity increase strength of the entire body and to to greatness possessing all kinds of brilliance so that!,khordeh_avesta
2943,i may move about or i may rule like an independent sovereign destroyer of malice and vanquisher of the drug in all lands a i ask for all these ie.,khordeh_avesta
2944,wisdom courage victory health greatness etc so that i may overcome malice of all enemies demons mortals wizards witches tyrants the kids and karats of men!,khordeh_avesta
2945,having the nature of serpents heretical persons four legged wolves and of the army a with an extensive battle array deceiving and rushing onwards.,khordeh_avesta
2946,a of home warding off sickness!,khordeh_avesta
2947,this is the first gift that i request?,khordeh_avesta
2948,of thee: heaven of the righteous people bright and all comfortable.,khordeh_avesta
2949,of home warding off sickness!,khordeh_avesta
2950,this is the second gift that i request of thee: health of this body.,khordeh_avesta
2951,of home warding off sickness!,khordeh_avesta
2952,this!,khordeh_avesta
2953,is the third gift?,khordeh_avesta
2954,that i request of thee long existence of life.,khordeh_avesta
2955,a of home warding off sickness!,khordeh_avesta
2956,this is the fourth gift?,khordeh_avesta
2957,that i request of thee!,khordeh_avesta
2958,i may move about or i may rule on this earth as having fulfilled my desires courageous satisfied the destroyer of malice?,khordeh_avesta
2959,and the writer of falsehood.,khordeh_avesta
2960,of home warding off sickness!,khordeh_avesta
2961,this is the fifth?,khordeh_avesta
2962,gift that i request?,khordeh_avesta
2963,of thee:1 may move about or i may rule on?,khordeh_avesta
2964,this earth as victorious or smiting the enemy conqueror in the battle the destroyer of malice and the smiter of falsehood.,khordeh_avesta
2965,a of home warding off sickness!,khordeh_avesta
2966,this is the sixth gift?,khordeh_avesta
2967,that i request of thee: may we become aware beforehand of the thief the murderer and of the wolf.,khordeh_avesta
2968,let not any other become beforehand of us may we become aware beforehand of all.,khordeh_avesta
2969,aware a a a home grants strength and power unto those who cause the steeds restrained with reins run in the race course.,khordeh_avesta
2970,home bestows on women who are bearing brilliant sons and also righteous progeny.,khordeh_avesta
2971,home granted wisdom and greatness unto those householders who sit studying the scriptures a home of good wisdom being entreated doth grant quickly the true or honest husband unto those who have remained virgins for a long time.,khordeh_avesta
2972,a a home dethroned him who!,khordeh_avesta
2973,was keresani by removing from sovereignty who was swelled up in his ambition for sovereign power.,khordeh_avesta
2974,who keresani during the period of his sovereignty bragged with pride: never henceforth?,khordeh_avesta
2975,in my!,khordeh_avesta
2976,land shall any priest teacher move about for propagating zoroastrian religion because he will destroy the whole of my increase!,khordeh_avesta
2977,and will ruin?,khordeh_avesta
2978,the whole?,khordeh_avesta
2979,of my prosperity.,khordeh_avesta
2980,a of home greatness or hail be unto thee!!,khordeh_avesta
2981,thou who?,khordeh_avesta
2982,art ruling at will!,khordeh_avesta
2983,by thine own!,khordeh_avesta
2984,power.,khordeh_avesta
2985,of home greatness be unto thee!,khordeh_avesta
2986,thou dost understand truthfully spoken full words of home greatness be unto thee!,khordeh_avesta
2987,thou dost not?!,khordeh_avesta
2988,question the word truly uttered by cross or round about questioning a of home the creator ahura mazda brought for thee the sacred girdle star adorned and fashioned by the spirits and the good mazda worshipping religion.,khordeh_avesta
2989,invested with the girdle?,khordeh_avesta
2990,thou hast made thy abode then on!,khordeh_avesta
2991,the tops of the mountains for chanting the commandments of the holy spell for a long time.,khordeh_avesta
2992,a of home lord of the house street town country!,khordeh_avesta
2993,and through wisdom lord of knowledge!,khordeh_avesta
2994,i think of thee for courage and victory and for gaining happiness full of enjoyments for my body.,khordeh_avesta
2995,a of home do thou carry us away from the wickedness of wicked men.,khordeh_avesta
2996,do thou carry away far?,khordeh_avesta
2997,my thought from the wickedness of poisonous men.,khordeh_avesta
2998,and any vindictive man whatever may be in this house street town and country do thou take away strength from his legs do thou cover his?,khordeh_avesta
2999,intellect?,khordeh_avesta
3000,and do thou render his mental faculty broken to pieces a of home do not?,khordeh_avesta
3001,grant!,khordeh_avesta
3002,to both the legs of that person nor?,khordeh_avesta
3003,bestow power to both the hands of that person who injures our?,khordeh_avesta
3004,mind harms our?,khordeh_avesta
3005,body that person cannot see the earth with his two eyes that person cannot see the world with his two eyes a against!,khordeh_avesta
3006,the green dreadful and poison producing serpent do thou smite?,khordeh_avesta
3007,the weapon!,khordeh_avesta
3008,of green home for protecting the body of righteous men.,khordeh_avesta
3009,against?,khordeh_avesta
3010,the robber acting contrary to the law bloodthirsty and tormenting do thou smite of green?,khordeh_avesta
3011,home the weapon?,khordeh_avesta
3012,for protecting the body of righteous men.,khordeh_avesta
3013,a against the head of the man unbelieving i.e.,khordeh_avesta
3014,wicked the oppressor and injurious do thou smite the weapon of green home for protecting the body of righteous men.,khordeh_avesta
3015,against the heretic unrighteous world destroying who though bearing in mind the commandments of this religion of hormazd and revealed by zarathustra yet never applying through actions do thou smite of green home the weapon for protecting!,khordeh_avesta
3016,the body of righteous men.,khordeh_avesta
3017,a against the wicked woman full of magic delighting in lusty desires lustful whose mind tosses about like the wind driven clouds do thou smite of green?,khordeh_avesta
3018,home the weapon.,khordeh_avesta
3019,do thou smite her!,khordeh_avesta
3020,the weapon of green home a for protecting the body of righteous men.,khordeh_avesta
3021,at a hereafter?,khordeh_avesta
3022,may the demons and deaconesses run away afar!,khordeh_avesta
3023,may the good obedience or the good sasha yamaha stay!,khordeh_avesta
3024,here!,khordeh_avesta
3025,may the yamaha ashishvangh stay here!,khordeh_avesta
3026,may ashishvangh bestow joy or happiness upon this?,khordeh_avesta
3027,house?,khordeh_avesta
3028,which!,khordeh_avesta
3029,is of ahura and of home giving strength of righteousness.,khordeh_avesta
3030,a of home of good wisdom?!,khordeh_avesta
3031,i praise with the word of prayer the first act of thy?,khordeh_avesta
3032,first pressing sprout?,khordeh_avesta
3033,when is held of home of good wisdom!,khordeh_avesta
3034,i praise?,khordeh_avesta
3035,with the word of prayer the second act of thy pressing?,khordeh_avesta
3036,by which work!,khordeh_avesta
3037,i smite the demons with manly strength!,khordeh_avesta
3038,a i praise the cloud and the rain?,khordeh_avesta
3039,which make thy body increase!,khordeh_avesta
3040,on the tops of the mountains where thou of home hast grown up.,khordeh_avesta
3041,a of righteous home i praise!,khordeh_avesta
3042,thy self supporting mother which is extensive broadband fertile earth.,khordeh_avesta
3043,i praise different portions of the earth where thou lowest spreading thy renowned fragrance on the fields also as the good creation of ahura mazda of home thou lowest on the mountains of home mayest thou flourish also towards the pathways of birds verily thou art the source of righteousness.,khordeh_avesta
3044,a of home with the power of the word of my prayer?,khordeh_avesta
3045,increase thou!,khordeh_avesta
3046,in all thy stalks in all branches and in!,khordeh_avesta
3047,all twigs a when home is praised home grows for this reason the man who praises him?,khordeh_avesta
3048,becomes?,khordeh_avesta
3049,most victorious.,khordeh_avesta
3050,of home a thy least act of pressing the juice of home a thy least praise of home thy least!,khordeh_avesta
3051,drinking?!,khordeh_avesta
3052,are?,khordeh_avesta
3053,a thousand fold destruction of the demons a to whatever places one carries assuredly the health giving?,khordeh_avesta
3054,home and to whatever places one verily praises him from that house all contamination!,khordeh_avesta
3055,created by the demons disappears at once and in his family as in his residence come happiness and health openly.,khordeh_avesta
3056,a for intoxication of all other?,khordeh_avesta
3057,kinds lead to demon asthma of infuriate weapon but that which is the intoxication of home leads to delight and righteousness.,khordeh_avesta
3058,the intoxication of home makes us agile.,khordeh_avesta
3059,to that man!,khordeh_avesta
3060,who praises home like his young son home enters into his body for giving health.,khordeh_avesta
3061,a of home do thou grant me means of gaining health for which thou art known as the giver of health of home do thou grant me means of gaining victory for which thou art known as the smiter of the enemy.,khordeh_avesta
3062,of home i shall become thy!,khordeh_avesta
3063,friendly or devoted praiser for ahura mazda has called the friendly praiser as the better?,khordeh_avesta
3064,creation than asia vahishta.,khordeh_avesta
3065,a the lord practising good deeds has fashioned?,khordeh_avesta
3066,thee agile and wise the lord practising good deeds has appointed thee?,khordeh_avesta
3067,on the mount album as agile!,khordeh_avesta
3068,and bestower of wisdom.,khordeh_avesta
3069,a from there the birds bringing good omen carried thee?,khordeh_avesta
3070,then away of home to all directions of home the birds bringing good omen carried thee away to ishkata and to the mountain mere parsing to the mountain start as high as the star to?,khordeh_avesta
3071,kura or to the paths of the mountain kura to oe a mountain parana with such narrow paths where birds alone can of and to the mountain spite gamma a of savoury and golden hued home then thou lowest on these lofty places in various kinds through the virtues or the wondrous powers of you mana health giving characteristics are produced from thee.,khordeh_avesta
3072,then destroy thou that slandering thought of mine!,khordeh_avesta
3073,and do thou subjugate the thought of him who!,khordeh_avesta
3074,stands as my slanderer i.e.,khordeh_avesta
3075,makes calumny of me.,khordeh_avesta
3076,a homage be unto haoma!,khordeh_avesta
3077,who makes the mind!,khordeh_avesta
3078,of the poor man equally great as that of the richest man.,khordeh_avesta
3079,homage be unto haoma!,khordeh_avesta
3080,who makes the mind of the poor man so great that!,khordeh_avesta
3081,it soars high i.e.,khordeh_avesta
3082,thinks highly owing to knowledge.,khordeh_avesta
3083,of yellow home thou makes him rich wise and intelligent who indeed dedicates a product produced from the cow i.e.,khordeh_avesta
3084,milk.,khordeh_avesta
3085,a of home mayest thou not disappear from me suddenly like the drops of milk in rain.,khordeh_avesta
3086,may thy healing remedies proceed further and may reach us effectively!,khordeh_avesta
3087,of home holy and giving strength or righteousness!,khordeh_avesta
3088,i dedicate to thee?,khordeh_avesta
3089,this my body?,khordeh_avesta
3090,which appears beautiful?,khordeh_avesta
3091,to me!.,khordeh_avesta
3092,a i throw away the insufficiency of an evil female spirit of serpentine nature?,khordeh_avesta
3093,and wicked senses who i.e.,khordeh_avesta
3094,the evil aug female spirit intends to deceive!,khordeh_avesta
3095,the a th ra van priest?,khordeh_avesta
3096,and home and having deceived them she vanishes home does not grant priestly children and virtuous progeny to her who sits down to eat irreligiously the sacred cake of home a i.e.,khordeh_avesta
3097,sacred cake consecrated in honour of home a of the five matters i am in agreement of the five matters i am not in agreement.,khordeh_avesta
3098,i am in agreement with good thought i am not in agreement with wicked thought.,khordeh_avesta
3099,i am in agreement with good word a am not in agreement with wicked word.,khordeh_avesta
3100,i am in agreement with obedience to the religion i am not in agreement with disobedience to the religion.,khordeh_avesta
3101,i am in agreement with a righteous person i am not in agreement with a wicked person i.e.,khordeh_avesta
3102,sinful person.,khordeh_avesta
3103,as long as the most ultimate rivalry of these two spirits spent mino and angry mino will end so long!,khordeh_avesta
3104,i will remain as stated above.,khordeh_avesta
3105,a thereupon spoke zarathustra obeisance be unto home created by ahura mazda!,khordeh_avesta
3106,home created by ahura mazda is good.,khordeh_avesta
3107,homage be unto home i praise home and all kinds which!,khordeh_avesta
3108,grow on the tops of the mountains in the depths of the valleys in the narrow places of the gorge of the hills situated in the fetters of the wicked female spirits of home i pour thee or i filter thee from the silver?,khordeh_avesta
3109,saucer to the golden one!.,khordeh_avesta
3110,of home i do not pour thee?,khordeh_avesta
3111,on ground?!,khordeh_avesta
3112,because thou art precious a of home theseare!,khordeh_avesta
3113,gathas for thee these hymns of praise?,khordeh_avesta
3114,and these tasty meals are!,khordeh_avesta
3115,for thee and these truly spoken prayers are for thee.,khordeh_avesta
3116,of home thou art comfort giving the giver of victory!,khordeh_avesta
3117,or the strength of smiting the enemy fighting against malice and healing a all these are pertaining to me so also thou.,khordeh_avesta
3118,of home it would be better if thy means of removing diseases proceed further!,khordeh_avesta
3119,it would be better?,khordeh_avesta
3120,if thy means of removing diseases spread with brilliance thy means of removing the diseases are easily available.,khordeh_avesta
3121,any one who praises home along with these hymns of the gathas becomes victorious and agile.,khordeh_avesta
3122,a homage be unto the cattle!,khordeh_avesta
3123,good words victory food and clothing be unto the cattle!,khordeh_avesta
3124,we must strive hard for the cattle because they are fostering promoting our food.,khordeh_avesta
3125,a we praise the green and exalted home we praise home the prosperity bringer and the promoter of the world.,khordeh_avesta
3126,we praise?,khordeh_avesta
3127,home a we praise all homs i.e.,khordeh_avesta
3128,home of different kinds the holiness of the holy zarathustra a warding off sickness we worship with reverence here spiraea and his fravashi.,khordeh_avesta
3129,a of green hued home i request pray for all these or of thee: wisdom courage victory health means of gaining health prosperity increase!,khordeh_avesta
3130,strength of the entire body and greatness possessing all kinds of brilliance so that i.e.,khordeh_avesta
3131,by gaining them i may move about or i may rule like an independent sovereign the destroyer of malice!,khordeh_avesta
3132,and the vanquisher of the drug in all lands i ask for all that i.e.,khordeh_avesta
3133,strength health greatness wisdom etc so that i may overcome the malice of all the demons wizards tyrants etc i break i smite and i render powerless the body of you demons and drugs the wizards and witches by means of home and balsam and?,khordeh_avesta
3134,by means of the true and?,khordeh_avesta
3135,perfect good religion?,khordeh_avesta
3136,which the creator ahura mazda through the agency of the prophet zarathustra taught?,khordeh_avesta
3137,me.,khordeh_avesta
3138,we praise the star?,khordeh_avesta
3139,vacant created by ahura mazda holy lord of holiness.,khordeh_avesta
3140,i praise the star vacant courageous of the famous name!,khordeh_avesta
3141,and health giving for withstanding the accursed and worst noxious creatures of the most repulsive angry many i.e.,khordeh_avesta
3142,of the creation of angry many i bind!,khordeh_avesta
3143,the mouths of the animals creatures of all kinds mice and cats so that they do not create?,khordeh_avesta
3144,harm?,khordeh_avesta
3145,in the house.,khordeh_avesta
3146,may there be!,khordeh_avesta
3147,unto me health!,khordeh_avesta
3148,and fame!,khordeh_avesta
3149,through the name of the creator ahura mazda and through the name of the power and glory of fa rid un the son of athawyan?,khordeh_avesta
3150,i bind the mouths of all mice and cats a i bind!,khordeh_avesta
3151,the mouths of serpents and species of serpents of animals and creatures so that they do not create harm in the house.1 bind!,khordeh_avesta
3152,the mouths of wolves and species of wolves specially of all wolves a and cats so that they!,khordeh_avesta
3153,do not create harm?,khordeh_avesta
3154,in the house.,khordeh_avesta
3155,a all the calamities the demons drugs fairies witches wizards bad wind pain stomach pain and pain of the seven limbs of the body evil produced by the evil spirit woes of the heart and sickness of the brain bad wind producing uneasiness of the mind evil eye and evil resulted by seeing wicked men and such other similar calamities may vanish and disappear!,khordeh_avesta
3156,a of the creator ahura mazda the keeper of treasures and glorious and of the a mesh as pand bountiful immortals a of the truthful and holy knowledge i.e.,khordeh_avesta
3157,religious education created by ahura mazda the good a mazda worshipping religion a righteousness or of ashishvangh good wisdom truthfulness good justice glory!,khordeh_avesta
3158,and prosperity created by ahura mazda of parents of the quick26 moving or light chariot iranian glory the kay ani an glory the unconsumed glory?,khordeh_avesta
